Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,GST (%),Tax,Total,Gross Income,Payment,Rating,Date,Day of Week
INV01687,A,Delhi,Member,Male,Sports and travel,97.63,4,5,19.53,390.52,410.05,Cash,6.7,2/1/2025,Saturday
INV01688,A,Pune,Member,Female,Sports and travel,52.0,4,5,10.4,208.0,218.4,Ewallet,8.0,8/7/2024,Wednesday
INV01689,A,Bangalore,Normal,Female,Home and lifestyle,76.52,8,18,110.19,612.16,722.35,Cash,6.9,6/5/2025,Thursday
INV01690,C,Kolkata,Normal,Male,Fashion accessories,71.21,1,12,8.55,71.21,79.76,Cash,7.7,7/9/2025,Wednesday
INV01691,B,Chennai,Member,Female,Home and lifestyle,95.56,4,18,68.8,382.24,451.04,Cash,4.8,12/25/2024,Wednesday
INV01692,C,Hyderabad,Normal,Male,Sports and travel,15.29,1,5,0.76,15.29,16.05,Ewallet,9.5,2/26/2025,Wednesday
INV01693,C,Delhi,Member,Male,Electronic accessories,18.15,2,18,6.53,36.3,42.83,Ewallet,5.4,6/17/2025,Tuesday
INV01694,B,Pune,Member,Female,Home and lifestyle,99.81,4,18,71.86,399.24,471.1,Cash,6.6,12/14/2024,Saturday
INV01695,A,Kolkata,Member,Male,Sports and travel,37.16,1,5,1.86,37.16,39.02,Cash,7.2,6/4/2025,Wednesday
INV01696,A,Pune,Member,Male,Fashion accessories,80.71,3,12,29.06,242.13,271.19,Cash,7.8,9/27/2024,Friday
INV01697,C,Chennai,Member,Female,Home and lifestyle,17.86,8,18,25.72,142.88,168.6,Credit card,4.2,4/17/2025,Thursday
INV01698,A,Hyderabad,Member,Female,Fashion accessories,41.12,8,12,39.48,328.96,368.44,Credit card,9.8,11/9/2024,Saturday
INV01699,C,Bangalore,Member,Male,Electronic accessories,50.3,3,18,27.16,150.9,178.06,Credit card,4.0,10/3/2024,Thursday
INV01700,A,Bangalore,Normal,Female,Home and lifestyle,94.75,6,18,102.33,568.5,670.83,Ewallet,5.2,10/18/2024,Friday
INV01701,C,Ahmedabad,Normal,Male,Food and beverages,81.92,6,5,24.58,491.52,516.1,Credit card,7.9,6/28/2025,Saturday
INV01702,A,Delhi,Normal,Female,Fashion accessories,86.07,9,12,92.96,774.63,867.59,Credit card,8.0,7/5/2025,Saturday
INV01703,C,Hyderabad,Normal,Male,Health and beauty,90.35,4,12,43.37,361.4,404.77,Cash,4.2,4/10/2025,Thursday
INV01704,C,Mumbai,Member,Female,Fashion accessories,42.04,4,12,20.18,168.16,188.34,Ewallet,4.8,12/29/2024,Sunday
INV01705,C,Mumbai,Member,Male,Electronic accessories,32.62,2,18,11.74,65.24,76.98,Ewallet,6.8,11/18/2024,Monday
INV01706,B,Hyderabad,Member,Male,Food and beverages,48.95,7,5,17.13,342.65,359.78,Ewallet,4.7,3/17/2025,Monday
INV01707,C,Kolkata,Normal,Male,Electronic accessories,43.6,3,18,23.54,130.8,154.34,Credit card,7.4,12/26/2024,Thursday
INV01708,B,Kolkata,Normal,Male,Home and lifestyle,37.94,6,18,40.98,227.64,268.62,Credit card,9.9,7/18/2025,Friday
INV01709,C,Hyderabad,Member,Male,Home and lifestyle,19.92,3,18,10.76,59.76,70.52,Cash,6.5,2/12/2025,Wednesday
INV01710,C,Chennai,Normal,Male,Home and lifestyle,29.53,8,18,42.52,236.24,278.76,Ewallet,5.6,1/2/2025,Thursday
INV01711,B,Pune,Member,Male,Food and beverages,57.55,1,5,2.88,57.55,60.43,Credit card,5.1,10/31/2024,Thursday
INV01712,C,Mumbai,Member,Male,Health and beauty,42.21,4,12,20.26,168.84,189.1,Cash,6.5,5/22/2025,Thursday
INV01713,B,Pune,Member,Male,Food and beverages,63.94,7,5,22.38,447.58,469.96,Ewallet,8.8,11/6/2024,Wednesday
INV01714,C,Pune,Normal,Female,Sports and travel,17.07,8,5,6.83,136.56,143.39,Ewallet,4.7,7/24/2025,Thursday
INV01715,A,Bangalore,Member,Female,Food and beverages,90.23,2,5,9.02,180.46,189.48,Ewallet,7.6,10/30/2024,Wednesday
INV01716,C,Pune,Normal,Female,Electronic accessories,66.02,9,18,106.95,594.18,701.13,Credit card,7.0,5/3/2025,Saturday
INV01717,C,Pune,Normal,Female,Health and beauty,98.68,8,12,94.73,789.44,884.17,Credit card,5.2,2/20/2025,Thursday
INV01718,C,Bangalore,Member,Female,Health and beauty,78.83,6,12,56.76,472.98,529.74,Credit card,6.8,6/28/2025,Saturday
INV01719,C,Bangalore,Member,Male,Health and beauty,91.15,8,12,87.5,729.2,816.7,Ewallet,7.2,2/14/2025,Friday
INV01720,C,Pune,Member,Female,Electronic accessories,24.4,6,18,26.35,146.4,172.75,Cash,9.6,4/25/2025,Friday
INV01721,B,Hyderabad,Member,Female,Food and beverages,94.25,2,5,9.43,188.5,197.93,Cash,8.0,3/13/2025,Thursday
INV01722,B,Ahmedabad,Normal,Male,Food and beverages,47.63,6,5,14.29,285.78,300.07,Cash,8.6,9/1/2024,Sunday
INV01723,A,Mumbai,Normal,Male,Food and beverages,21.26,6,5,6.38,127.56,133.94,Credit card,7.1,5/3/2025,Saturday
INV01724,B,Hyderabad,Normal,Male,Electronic accessories,76.99,3,18,41.57,230.97,272.54,Credit card,9.0,1/21/2025,Tuesday
INV01725,A,Ahmedabad,Normal,Male,Home and lifestyle,94.7,3,18,51.14,284.1,335.24,Ewallet,5.6,3/24/2025,Monday
INV01726,B,Mumbai,Normal,Male,Electronic accessories,79.77,4,18,57.43,319.08,376.51,Ewallet,4.0,4/13/2025,Sunday
INV01727,C,Mumbai,Member,Male,Sports and travel,71.89,8,5,28.76,575.12,603.88,Ewallet,6.5,8/6/2024,Tuesday
INV01728,B,Bangalore,Member,Female,Fashion accessories,26.95,5,12,16.17,134.75,150.92,Ewallet,7.1,5/27/2025,Tuesday
INV01729,A,Ahmedabad,Normal,Female,Home and lifestyle,33.75,3,18,18.22,101.25,119.47,Cash,6.7,7/8/2025,Tuesday
INV01730,B,Hyderabad,Member,Male,Home and lifestyle,67.54,7,18,85.1,472.78,557.88,Cash,5.6,4/15/2025,Tuesday
INV01731,A,Pune,Member,Male,Home and lifestyle,34.07,3,18,18.4,102.21,120.61,Cash,7.6,9/23/2024,Monday
INV01732,A,Kolkata,Normal,Female,Fashion accessories,28.08,9,12,30.33,252.72,283.05,Ewallet,9.0,7/13/2025,Sunday
INV01733,B,Pune,Member,Male,Fashion accessories,92.16,3,12,33.18,276.48,309.66,Credit card,7.6,4/1/2025,Tuesday
INV01734,A,Pune,Member,Male,Food and beverages,20.69,4,5,4.14,82.76,86.9,Cash,5.3,7/10/2025,Thursday
INV01735,B,Kolkata,Member,Male,Food and beverages,40.26,3,5,6.04,120.78,126.82,Cash,7.3,8/13/2024,Tuesday
INV01736,B,Mumbai,Member,Male,Health and beauty,69.34,3,12,24.96,208.02,232.98,Ewallet,6.0,11/14/2024,Thursday
INV01737,C,Ahmedabad,Normal,Male,Sports and travel,99.24,5,5,24.81,496.2,521.01,Credit card,9.3,9/25/2024,Wednesday
INV01738,C,Hyderabad,Member,Female,Food and beverages,92.0,1,5,4.6,92.0,96.6,Cash,6.8,12/7/2024,Saturday
INV01739,B,Pune,Member,Male,Fashion accessories,36.12,4,12,17.34,144.48,161.82,Ewallet,4.3,2/13/2025,Thursday
INV01740,C,Bangalore,Normal,Male,Home and lifestyle,98.95,1,18,17.81,98.95,116.76,Credit card,8.1,2/20/2025,Thursday
INV01741,A,Kolkata,Member,Male,Sports and travel,83.43,4,5,16.69,333.72,350.41,Cash,7.0,11/24/2024,Sunday
INV01742,A,Kolkata,Normal,Male,Sports and travel,14.06,6,5,4.22,84.36,88.58,Ewallet,9.6,2/12/2025,Wednesday
INV01743,A,Chennai,Member,Male,Sports and travel,19.27,4,5,3.85,77.08,80.93,Cash,7.2,6/8/2025,Sunday
INV01744,B,Bangalore,Member,Male,Electronic accessories,69.89,1,18,12.58,69.89,82.47,Credit card,9.4,7/30/2024,Tuesday
INV01745,A,Kolkata,Member,Male,Sports and travel,73.52,5,5,18.38,367.6,385.98,Credit card,9.3,12/1/2024,Sunday
INV01746,A,Ahmedabad,Normal,Male,Electronic accessories,22.11,4,18,15.92,88.44,104.36,Credit card,8.2,2/11/2025,Tuesday
INV01747,A,Mumbai,Normal,Male,Health and beauty,67.18,7,12,56.43,470.26,526.69,Credit card,6.8,12/14/2024,Saturday
INV01748,B,Pune,Member,Female,Health and beauty,59.64,7,12,50.1,417.48,467.58,Credit card,4.5,1/24/2025,Friday
INV01749,C,Bangalore,Normal,Male,Health and beauty,47.9,3,12,17.24,143.7,160.94,Ewallet,5.0,11/20/2024,Wednesday
INV01750,A,Mumbai,Member,Male,Home and lifestyle,30.79,9,18,49.88,277.11,326.99,Credit card,8.8,11/4/2024,Monday
INV01751,C,Mumbai,Normal,Male,Health and beauty,83.1,2,12,19.94,166.2,186.14,Credit card,5.8,4/20/2025,Sunday
INV01752,A,Hyderabad,Normal,Female,Home and lifestyle,16.08,2,18,5.79,32.16,37.95,Credit card,4.8,3/21/2025,Friday
INV01753,B,Bangalore,Normal,Female,Fashion accessories,65.05,8,12,62.45,520.4,582.85,Cash,7.1,3/20/2025,Thursday
INV01754,C,Kolkata,Member,Female,Electronic accessories,94.95,2,18,34.18,189.9,224.08,Cash,9.1,10/13/2024,Sunday
INV01755,C,Kolkata,Normal,Female,Home and lifestyle,88.86,1,18,15.99,88.86,104.85,Cash,9.2,2/13/2025,Thursday
INV01756,B,Ahmedabad,Normal,Male,Fashion accessories,20.8,9,12,22.46,187.2,209.66,Cash,4.5,6/27/2025,Friday
INV01757,B,Ahmedabad,Member,Female,Sports and travel,10.16,1,5,0.51,10.16,10.67,Ewallet,9.5,3/28/2025,Friday
INV01758,C,Ahmedabad,Member,Female,Food and beverages,55.15,9,5,24.82,496.35,521.17,Credit card,8.5,7/31/2024,Wednesday
INV01759,B,Delhi,Normal,Female,Food and beverages,40.19,9,5,18.09,361.71,379.8,Ewallet,9.3,8/18/2024,Sunday
INV01760,B,Pune,Member,Female,Fashion accessories,32.29,8,12,31.0,258.32,289.32,Credit card,6.0,9/24/2024,Tuesday
INV01761,B,Chennai,Normal,Male,Fashion accessories,37.92,6,12,27.3,227.52,254.82,Cash,9.8,12/10/2024,Tuesday
INV01762,C,Kolkata,Normal,Male,Home and lifestyle,49.08,5,18,44.17,245.4,289.57,Cash,5.0,9/14/2024,Saturday
INV01763,B,Delhi,Normal,Male,Health and beauty,56.18,8,12,53.93,449.44,503.37,Ewallet,8.9,6/12/2025,Thursday
INV01764,A,Bangalore,Member,Male,Health and beauty,47.72,8,12,45.81,381.76,427.57,Ewallet,5.9,9/9/2024,Monday
INV01765,C,Delhi,Normal,Male,Sports and travel,52.76,8,5,21.1,422.08,443.18,Credit card,5.6,4/6/2025,Sunday
INV01766,C,Delhi,Normal,Male,Electronic accessories,64.71,2,18,23.3,129.42,152.72,Cash,5.9,7/5/2025,Saturday
INV01767,C,Hyderabad,Normal,Female,Food and beverages,97.88,8,5,39.15,783.04,822.19,Cash,9.0,7/8/2025,Tuesday
INV01768,B,Bangalore,Normal,Male,Electronic accessories,37.35,9,18,60.51,336.15,396.66,Cash,9.2,3/7/2025,Friday
INV01769,C,Pune,Member,Male,Fashion accessories,33.65,7,12,28.27,235.55,263.82,Ewallet,5.0,3/9/2025,Sunday
INV01770,B,Chennai,Normal,Female,Fashion accessories,70.34,7,12,59.09,492.38,551.47,Ewallet,6.7,1/5/2025,Sunday
INV01771,A,Bangalore,Normal,Female,Sports and travel,24.61,3,5,3.69,73.83,77.52,Cash,7.2,5/25/2025,Sunday
INV01772,C,Mumbai,Member,Male,Sports and travel,41.44,6,5,12.43,248.64,261.07,Credit card,9.2,5/25/2025,Sunday
INV01773,C,Hyderabad,Normal,Female,Electronic accessories,17.63,4,18,12.69,70.52,83.21,Ewallet,4.7,10/2/2024,Wednesday
INV01774,A,Delhi,Member,Male,Home and lifestyle,83.18,4,18,59.89,332.72,392.61,Cash,7.8,4/11/2025,Friday
INV01775,C,Mumbai,Normal,Female,Home and lifestyle,56.17,4,18,40.44,224.68,265.12,Cash,6.3,8/6/2024,Tuesday
INV01776,B,Kolkata,Member,Male,Health and beauty,74.72,5,12,44.83,373.6,418.43,Credit card,4.2,5/22/2025,Thursday
INV01777,B,Chennai,Normal,Female,Electronic accessories,21.32,1,18,3.84,21.32,25.16,Cash,8.2,3/22/2025,Saturday
INV01778,A,Mumbai,Normal,Male,Home and lifestyle,77.15,4,18,55.55,308.6,364.15,Ewallet,5.8,7/14/2025,Monday
INV01779,A,Delhi,Member,Male,Health and beauty,32.1,9,12,34.67,288.9,323.57,Ewallet,8.9,2/26/2025,Wednesday
INV01780,C,Hyderabad,Normal,Male,Sports and travel,26.64,5,5,6.66,133.2,139.86,Cash,7.5,10/4/2024,Friday
INV01781,A,Kolkata,Normal,Male,Fashion accessories,64.7,5,12,38.82,323.5,362.32,Cash,5.9,1/8/2025,Wednesday
INV01782,B,Mumbai,Normal,Female,Home and lifestyle,10.84,5,18,9.76,54.2,63.96,Credit card,4.1,4/30/2025,Wednesday
INV01783,C,Kolkata,Member,Male,Health and beauty,75.79,6,12,54.57,454.74,509.31,Cash,6.0,8/3/2024,Saturday
INV01784,B,Hyderabad,Normal,Male,Home and lifestyle,23.35,7,18,29.42,163.45,192.87,Ewallet,5.2,3/23/2025,Sunday
INV01785,B,Mumbai,Member,Male,Electronic accessories,11.42,6,18,12.33,68.52,80.85,Ewallet,4.0,9/26/2024,Thursday
INV01786,A,Mumbai,Member,Female,Food and beverages,44.96,6,5,13.49,269.76,283.25,Credit card,8.5,1/2/2025,Thursday
INV01787,C,Hyderabad,Member,Male,Sports and travel,62.03,5,5,15.51,310.15,325.66,Cash,7.6,12/14/2024,Saturday
INV01788,C,Delhi,Normal,Female,Electronic accessories,40.95,6,18,44.23,245.7,289.93,Credit card,4.8,9/30/2024,Monday
INV01789,B,Delhi,Member,Female,Home and lifestyle,17.71,4,18,12.75,70.84,83.59,Cash,4.1,12/26/2024,Thursday
INV01790,A,Kolkata,Member,Female,Sports and travel,30.57,4,5,6.11,122.28,128.39,Ewallet,9.4,4/3/2025,Thursday
INV01791,C,Mumbai,Normal,Female,Fashion accessories,31.52,1,12,3.78,31.52,35.3,Ewallet,5.6,1/19/2025,Sunday
INV01792,A,Pune,Normal,Male,Fashion accessories,51.52,1,12,6.18,51.52,57.7,Ewallet,5.9,5/22/2025,Thursday
INV01793,A,Mumbai,Normal,Male,Electronic accessories,40.33,7,18,50.82,282.31,333.13,Ewallet,6.7,11/1/2024,Friday
INV01794,A,Ahmedabad,Member,Female,Electronic accessories,54.71,6,18,59.09,328.26,387.35,Cash,7.3,4/21/2025,Monday
INV01795,A,Delhi,Member,Male,Food and beverages,36.27,4,5,7.25,145.08,152.33,Ewallet,6.2,4/24/2025,Thursday
INV01796,C,Chennai,Member,Female,Health and beauty,83.91,4,12,40.28,335.64,375.92,Ewallet,5.6,7/2/2025,Wednesday
INV01797,A,Hyderabad,Normal,Male,Health and beauty,60.69,2,12,14.57,121.38,135.95,Cash,5.4,12/3/2024,Tuesday
INV01798,A,Hyderabad,Member,Female,Health and beauty,13.36,9,12,14.43,120.24,134.67,Ewallet,6.7,9/10/2024,Tuesday
INV01799,B,Bangalore,Normal,Male,Health and beauty,14.53,5,12,8.72,72.65,81.37,Credit card,8.6,9/10/2024,Tuesday
INV01800,A,Hyderabad,Member,Female,Health and beauty,63.33,4,12,30.4,253.32,283.72,Ewallet,6.1,11/19/2024,Tuesday
INV01801,B,Kolkata,Member,Male,Sports and travel,35.62,1,5,1.78,35.62,37.4,Cash,7.3,8/17/2024,Saturday
INV01802,B,Delhi,Member,Male,Food and beverages,21.65,2,5,2.16,43.3,45.46,Credit card,5.6,1/20/2025,Monday
INV01803,B,Mumbai,Normal,Male,Sports and travel,77.1,2,5,7.71,154.2,161.91,Ewallet,6.5,12/9/2024,Monday
INV01804,A,Chennai,Normal,Male,Food and beverages,77.65,5,5,19.41,388.25,407.66,Ewallet,9.3,4/30/2025,Wednesday
INV01805,A,Pune,Member,Male,Health and beauty,52.65,2,12,12.64,105.3,117.94,Cash,7.8,8/2/2024,Friday
INV01806,A,Mumbai,Normal,Male,Health and beauty,66.67,5,12,40.0,333.35,373.35,Cash,7.7,5/1/2025,Thursday
INV01807,B,Pune,Normal,Male,Home and lifestyle,29.41,5,18,26.47,147.05,173.52,Cash,6.3,12/29/2024,Sunday
INV01808,C,Hyderabad,Normal,Male,Food and beverages,47.94,2,5,4.79,95.88,100.67,Credit card,6.0,11/2/2024,Saturday
INV01809,A,Kolkata,Member,Female,Food and beverages,46.46,6,5,13.94,278.76,292.7,Ewallet,9.2,10/18/2024,Friday
INV01810,C,Mumbai,Member,Female,Electronic accessories,19.97,9,18,32.35,179.73,212.08,Cash,9.5,7/11/2025,Friday
INV01811,C,Mumbai,Normal,Male,Health and beauty,16.4,3,12,5.9,49.2,55.1,Ewallet,8.4,1/10/2025,Friday
INV01812,C,Pune,Member,Male,Food and beverages,78.66,8,5,31.46,629.28,660.74,Ewallet,6.1,8/11/2024,Sunday
INV01813,B,Ahmedabad,Member,Male,Food and beverages,20.77,4,5,4.15,83.08,87.23,Cash,7.5,5/26/2025,Monday
INV01814,B,Bangalore,Normal,Male,Home and lifestyle,80.57,4,18,58.01,322.28,380.29,Cash,6.7,7/3/2025,Thursday
INV01815,C,Bangalore,Member,Female,Sports and travel,18.76,8,5,7.5,150.08,157.58,Ewallet,6.9,9/27/2024,Friday
INV01816,C,Pune,Member,Male,Electronic accessories,70.22,7,18,88.48,491.54,580.02,Cash,8.4,4/14/2025,Monday
INV01817,C,Chennai,Normal,Male,Home and lifestyle,42.39,9,18,68.67,381.51,450.18,Credit card,9.6,11/9/2024,Saturday
INV01818,C,Delhi,Normal,Male,Electronic accessories,94.85,6,18,102.44,569.1,671.54,Cash,8.1,1/12/2025,Sunday
INV01819,B,Mumbai,Normal,Female,Health and beauty,57.24,1,12,6.87,57.24,64.11,Ewallet,4.8,2/27/2025,Thursday
INV01820,B,Hyderabad,Member,Male,Home and lifestyle,95.98,6,18,103.66,575.88,679.54,Credit card,9.4,8/22/2024,Thursday
INV01821,C,Mumbai,Normal,Female,Food and beverages,84.72,3,5,12.71,254.16,266.87,Credit card,7.0,2/6/2025,Thursday
INV01822,A,Mumbai,Member,Male,Sports and travel,67.87,6,5,20.36,407.22,427.58,Cash,9.2,4/24/2025,Thursday
INV01823,C,Ahmedabad,Normal,Male,Health and beauty,13.97,4,12,6.71,55.88,62.59,Credit card,9.5,8/4/2024,Sunday
INV01824,A,Chennai,Member,Male,Health and beauty,70.25,1,12,8.43,70.25,78.68,Cash,8.8,10/14/2024,Monday
INV01825,A,Bangalore,Normal,Male,Health and beauty,26.99,7,12,22.67,188.93,211.6,Credit card,6.3,3/16/2025,Sunday
INV01826,A,Kolkata,Member,Female,Fashion accessories,84.16,8,12,80.79,673.28,754.07,Credit card,7.4,3/27/2025,Thursday
INV01827,B,Ahmedabad,Member,Female,Sports and travel,86.03,9,5,38.71,774.27,812.98,Ewallet,7.1,5/17/2025,Saturday
INV01828,A,Mumbai,Normal,Female,Electronic accessories,32.2,6,18,34.78,193.2,227.98,Credit card,8.0,9/19/2024,Thursday
INV01829,C,Pune,Normal,Male,Electronic accessories,31.93,3,18,17.24,95.79,113.03,Ewallet,6.1,7/1/2025,Tuesday
INV01830,A,Ahmedabad,Normal,Female,Fashion accessories,85.25,8,12,81.84,682.0,763.84,Credit card,9.5,5/1/2025,Thursday
INV01831,A,Ahmedabad,Member,Male,Health and beauty,37.7,3,12,13.57,113.1,126.67,Credit card,8.7,1/28/2025,Tuesday
INV01832,C,Pune,Member,Male,Home and lifestyle,12.82,3,18,6.92,38.46,45.38,Ewallet,6.5,9/23/2024,Monday
INV01833,A,Ahmedabad,Member,Male,Electronic accessories,17.32,9,18,28.06,155.88,183.94,Cash,5.9,10/10/2024,Thursday
INV01834,C,Chennai,Member,Female,Electronic accessories,95.86,4,18,69.02,383.44,452.46,Credit card,9.3,10/25/2024,Friday
INV01835,B,Chennai,Normal,Female,Food and beverages,82.72,5,5,20.68,413.6,434.28,Ewallet,6.0,1/8/2025,Wednesday
INV01836,B,Bangalore,Normal,Female,Fashion accessories,99.88,5,12,59.93,499.4,559.33,Cash,7.2,7/29/2024,Monday
INV01837,A,Bangalore,Normal,Female,Fashion accessories,44.96,2,12,10.79,89.92,100.71,Cash,4.2,12/31/2024,Tuesday
INV01838,B,Ahmedabad,Member,Male,Health and beauty,37.84,4,12,18.16,151.36,169.52,Credit card,9.6,7/31/2024,Wednesday
INV01839,A,Ahmedabad,Normal,Female,Home and lifestyle,96.79,8,18,139.38,774.32,913.7,Cash,6.4,8/29/2024,Thursday
INV01840,B,Chennai,Member,Female,Electronic accessories,85.36,6,18,92.19,512.16,604.35,Credit card,6.8,12/21/2024,Saturday
INV01841,C,Pune,Member,Male,Electronic accessories,14.15,8,18,20.38,113.2,133.58,Ewallet,8.9,6/17/2025,Tuesday
INV01842,A,Hyderabad,Normal,Female,Food and beverages,68.82,6,5,20.65,412.92,433.57,Cash,5.4,5/10/2025,Saturday
INV01843,C,Mumbai,Member,Female,Electronic accessories,21.44,3,18,11.58,64.32,75.9,Ewallet,8.9,10/3/2024,Thursday
INV01844,C,Delhi,Normal,Male,Home and lifestyle,95.58,7,18,120.43,669.06,789.49,Cash,8.5,12/3/2024,Tuesday
INV01845,B,Bangalore,Normal,Male,Sports and travel,27.45,4,5,5.49,109.8,115.29,Credit card,8.7,9/23/2024,Monday
INV01846,C,Bangalore,Member,Male,Health and beauty,75.58,5,12,45.35,377.9,423.25,Cash,5.9,11/21/2024,Thursday
INV01847,B,Pune,Member,Female,Fashion accessories,50.35,3,12,18.13,151.05,169.18,Ewallet,4.5,8/24/2024,Saturday
INV01848,C,Mumbai,Normal,Male,Fashion accessories,47.62,7,12,40.0,333.34,373.34,Ewallet,6.3,12/20/2024,Friday
INV01849,C,Pune,Member,Male,Home and lifestyle,54.57,8,18,78.58,436.56,515.14,Ewallet,5.1,11/15/2024,Friday
INV01850,C,Bangalore,Normal,Male,Health and beauty,84.98,5,12,50.99,424.9,475.89,Cash,8.0,7/29/2024,Monday
INV01851,A,Ahmedabad,Member,Female,Electronic accessories,69.25,9,18,112.18,623.25,735.43,Cash,9.4,11/17/2024,Sunday
INV01852,A,Hyderabad,Member,Male,Sports and travel,13.86,8,5,5.54,110.88,116.42,Credit card,8.3,7/22/2025,Tuesday
INV01853,C,Bangalore,Normal,Female,Food and beverages,41.07,3,5,6.16,123.21,129.37,Credit card,6.1,10/4/2024,Friday
INV01854,C,Delhi,Member,Female,Health and beauty,24.95,1,12,2.99,24.95,27.94,Cash,7.7,8/1/2024,Thursday
INV01855,A,Hyderabad,Normal,Female,Home and lifestyle,31.8,2,18,11.45,63.6,75.05,Cash,7.4,12/20/2024,Friday
INV01856,B,Chennai,Member,Female,Food and beverages,11.98,3,5,1.8,35.94,37.74,Ewallet,5.7,10/7/2024,Monday
INV01857,C,Chennai,Normal,Female,Sports and travel,39.57,7,5,13.85,276.99,290.84,Cash,7.9,10/24/2024,Thursday
INV01858,B,Chennai,Normal,Female,Electronic accessories,64.82,2,18,23.34,129.64,152.98,Cash,4.4,10/29/2024,Tuesday
INV01859,C,Ahmedabad,Member,Male,Electronic accessories,87.64,3,18,47.33,262.92,310.25,Cash,6.8,5/10/2025,Saturday
INV01860,A,Hyderabad,Normal,Male,Food and beverages,34.12,6,5,10.24,204.72,214.96,Credit card,8.1,11/7/2024,Thursday
INV01861,B,Bangalore,Normal,Male,Electronic accessories,42.41,7,18,53.44,296.87,350.31,Credit card,5.9,3/12/2025,Wednesday
INV01862,C,Hyderabad,Member,Female,Health and beauty,83.82,6,12,60.35,502.92,563.27,Credit card,9.6,9/22/2024,Sunday
INV01863,A,Ahmedabad,Member,Male,Fashion accessories,98.65,5,12,59.19,493.25,552.44,Ewallet,6.6,4/14/2025,Monday
INV01864,A,Pune,Member,Male,Sports and travel,69.34,5,5,17.34,346.7,364.04,Cash,8.5,12/16/2024,Monday
INV01865,C,Chennai,Member,Male,Sports and travel,13.52,8,5,5.41,108.16,113.57,Cash,8.9,11/21/2024,Thursday
INV01866,C,Ahmedabad,Member,Female,Electronic accessories,43.34,9,18,70.21,390.06,460.27,Cash,4.8,2/10/2025,Monday
INV01867,A,Chennai,Normal,Male,Health and beauty,90.71,8,12,87.08,725.68,812.76,Ewallet,8.1,4/29/2025,Tuesday
INV01868,C,Ahmedabad,Member,Female,Electronic accessories,43.57,8,18,62.74,348.56,411.3,Cash,9.2,5/23/2025,Friday
INV01869,C,Chennai,Normal,Female,Electronic accessories,35.45,7,18,44.67,248.15,292.82,Credit card,8.0,1/17/2025,Friday
INV01870,C,Ahmedabad,Member,Female,Home and lifestyle,94.41,6,18,101.96,566.46,668.42,Credit card,8.2,12/22/2024,Sunday
INV01871,B,Chennai,Normal,Female,Food and beverages,63.3,9,5,28.49,569.7,598.19,Cash,9.7,3/5/2025,Wednesday
INV01872,B,Bangalore,Member,Female,Health and beauty,74.94,7,12,62.95,524.58,587.53,Credit card,10.0,8/12/2024,Monday
INV01873,B,Kolkata,Normal,Male,Sports and travel,11.95,8,5,4.78,95.6,100.38,Credit card,9.5,3/11/2025,Tuesday
INV01874,C,Ahmedabad,Normal,Female,Electronic accessories,50.59,9,18,81.96,455.31,537.27,Cash,5.9,1/14/2025,Tuesday
INV01875,C,Pune,Member,Male,Fashion accessories,81.62,2,12,19.59,163.24,182.83,Ewallet,9.0,11/14/2024,Thursday
INV01876,B,Delhi,Normal,Female,Sports and travel,74.86,9,5,33.69,673.74,707.43,Credit card,8.2,6/25/2025,Wednesday
INV01877,A,Bangalore,Member,Male,Food and beverages,22.23,4,5,4.45,88.92,93.37,Ewallet,4.7,12/4/2024,Wednesday
INV01878,A,Delhi,Member,Male,Fashion accessories,70.73,5,12,42.44,353.65,396.09,Credit card,9.4,9/19/2024,Thursday
INV01879,B,Bangalore,Normal,Female,Home and lifestyle,52.83,8,18,76.08,422.64,498.72,Credit card,7.5,12/8/2024,Sunday
INV01880,A,Hyderabad,Normal,Male,Health and beauty,21.58,2,12,5.18,43.16,48.34,Cash,6.6,5/17/2025,Saturday
INV01881,C,Chennai,Member,Male,Food and beverages,50.72,5,5,12.68,253.6,266.28,Credit card,7.1,10/15/2024,Tuesday
INV01882,A,Pune,Normal,Female,Health and beauty,27.57,5,12,16.54,137.85,154.39,Cash,4.8,7/31/2024,Wednesday
INV01883,A,Pune,Normal,Male,Fashion accessories,57.37,1,12,6.88,57.37,64.25,Credit card,4.7,4/3/2025,Thursday
INV01884,C,Kolkata,Normal,Female,Food and beverages,29.41,2,5,2.94,58.82,61.76,Cash,6.8,2/7/2025,Friday
INV01885,B,Chennai,Member,Female,Fashion accessories,39.37,2,12,9.45,78.74,88.19,Credit card,4.8,8/2/2024,Friday
INV01886,B,Kolkata,Normal,Female,Health and beauty,98.42,1,12,11.81,98.42,110.23,Ewallet,6.5,9/13/2024,Friday
INV01887,A,Delhi,Member,Female,Fashion accessories,77.09,5,12,46.25,385.45,431.7,Ewallet,9.9,9/20/2024,Friday
INV01888,A,Delhi,Member,Male,Health and beauty,56.32,5,12,33.79,281.6,315.39,Credit card,8.9,2/8/2025,Saturday
INV01889,A,Ahmedabad,Normal,Male,Food and beverages,71.63,3,5,10.74,214.89,225.63,Ewallet,8.3,8/22/2024,Thursday
INV01890,B,Delhi,Normal,Female,Sports and travel,65.28,8,5,26.11,522.24,548.35,Credit card,7.5,12/30/2024,Monday
